,userId,movieId,tag,timestamp
0,2,60756,funny,1445714994
1,2,60756,Highly quotable,1445714996
2,2,60756,will ferrell,1445714992
3,2,89774,Boxing story,1445715207
4,2,89774,MMA,1445715200
5,2,89774,Tom Hardy,1445715205
6,2,106782,drugs,1445715054
7,2,106782,Leonardo DiCaprio,1445715051
8,2,106782,Martin Scorsese,1445715056
9,7,48516,way too long,1169687325
10,18,431,Al Pacino,1462138765
11,18,431,gangster,1462138749
12,18,431,mafia,1462138755
13,18,1221,Al Pacino,1461699306
14,18,1221,Mafia,1461699303
15,18,5995,holocaust,1455735472
16,18,5995,true story,1455735479
17,18,44665,twist ending,1456948283
18,18,52604,Anthony Hopkins,1457650696
19,18,52604,courtroom drama,1457650711
20,18,52604,twist ending,1457650682
21,18,88094,britpop,1457444500
22,18,88094,indie record label,1457444592
23,18,88094,music,1457444609
24,18,144210,dumpster diving,1455060381
25,18,144210,Sustainability,1455060452
26,21,1569,romantic comedy,1419805413
27,21,1569,wedding,1419805419
28,21,118985,painter,1419805477
29,21,119141,bloody,1419793962
30,49,109487,black hole,1493093306
31,49,109487,sci-fi,1493093332
32,49,109487,time-travel,1493093356
33,62,2,fantasy,1528843929
34,62,2,magic board game,1528843932
35,62,2,Robin Williams,1528843907
36,62,110,beautiful scenery,1528152541
37,62,110,epic,1528152532
38,62,110,historical,1528152523
39,62,110,inspirational,1528152527
40,62,110,Medieval,1528152528
41,62,110,mel gibson,1528152521
42,62,110,Oscar (Best Cinematography),1528152539
43,62,110,revenge,1528152531
44,62,110,sword fight,1528152535
45,62,410,black comedy,1525636607
46,62,410,Christina Ricci,1525636685
47,62,410,Christopher Lloyd,1525636622
48,62,410,dark comedy,1525636610
49,62,410,family,1525636708
50,62,410,gothic,1525636609
51,62,2023,Al Pacino,1525636728
52,62,2023,Andy Garcia,1525636768
53,62,2023,Classic,1525636752
54,62,2023,Francis Ford Coppola,1525636752
55,62,2023,mafia,1525636733
56,62,2124,black comedy,1525636847
57,62,2124,Christina Ricci,1525636867
58,62,2124,Christopher Lloyd,1525636859
59,62,2124,Family,1525636855
60,62,2124,gothic,1525636849
61,62,2124,quirky,1525636846
62,62,2953,family,1525636883
63,62,2953,funny,1525636885
64,62,2953,Macaulay Culkin,1525636890
65,62,2953,sequel,1525636887
66,62,3114,animation,1525636903
67,62,3114,Disney,1525636902
68,62,3114,funny,1525636913
69,62,3114,original,1525636917
70,62,3114,Pixar,1525636901
71,62,3114,sequel,1525636910
72,62,3114,Tom Hanks,1525636925
73,62,3578,ancient Rome,1528152504
74,62,3578,Epic,1528152469
75,62,3578,history,1528152467
76,62,3578,imdb top 250,1528152498
77,62,3578,revenge,1528152496
78,62,3578,Rome,1528152463
79,62,3578,Russell Crowe,1528152465
80,62,4223,Ed Harris,1528024869
81,62,4223,Jude Law,1528024854
82,62,4223,Rachel Weisz,1528024873
83,62,4223,sniper,1528024852
84,62,4223,World War II,1528024877
85,62,5388,Al Pacino,1530310809
86,62,5388,atmospheric,1530310959
87,62,5388,Hilary Swank,1530310952
88,62,5388,Robin Williams,1530310811
89,62,6058,sequel,1525555053
90,62,6058,violent,1525555051
91,62,6534,dogs,1525554096
92,62,6534,Eric Bana,1525554086
93,62,6534,mad scientist,1525554098
94,62,6534,marvel,1525554100
95,62,6541,captain nemo,1525554054
96,62,6541,comic book,1525554028
97,62,6541,gothic,1525554056
98,62,6541,Peta Wilson,1525554040
99,62,6541,Sean Connery,1525554026
100,62,6541,superhero,1525554051
101,62,6564,adventure,1525554439
102,62,6564,Angelina Jolie,1525554432
103,62,6564,heroine in tight suit,1525554441
104,62,7153,Adventure,1528152558
105,62,7153,ensemble cast,1528152578
106,62,7153,fantasy,1528152556
107,62,7153,fantasy world,1528152571
108,62,7153,great soundtrack,1528152575
109,62,7153,lord of the rings,1528152581
110,62,7153,scenic,1528152580
111,62,7153,stylized,1528152577
112,62,7153,Tolkien,1528152561
113,62,8641,hilarious,1526249138
114,62,8641,Steve Carell,1526249156
115,62,8641,Will Ferrell,1526249135
116,62,27660,animation,1525554490
117,62,27660,anime,1525554488
118,62,27660,cyberpunk,1525554486
119,62,27660,dark,1525554500
120,62,27660,Matrix,1525554493
121,62,27660,sci-fi,1525554491
122,62,27706,dark comedy,1526248598
123,62,27706,Jim Carrey,1526248575
124,62,27706,meryl streep,1526248580
125,62,27706,quirky,1526248553
126,62,27706,stylized,1526248601
127,62,27808,Adam Sandler,1525554900
128,62,27808,family,1525554919
129,62,27808,sweet,1525554922
130,62,27831,British gangster,1532723304
131,62,27831,confusing,1532723364
132,62,27831,daniel craig,1532723305
133,62,27831,Exquisite plotting.,1532723355
134,62,27831,organized crime,1532723369
